"HolderAddress","Balance","PendingBalanceUpdate"
"0xa7f8e21802e4da13f710e7ecbd8d6a7cbf52bf01","334.352084482839550446","No"
"0x442d03c02eeca629e2ec7f92173e22f390076760","331.851751798437436721","No"
"0x1841f3260aecfa941d9306596ffc7c61c22dc3f9","329.037047077444587324","No"
"0x482815a8ada5cd250ef5030ee7808b9e03e86815","320.189596048786672115","No"
"0xd8b14ace20b07e3320b780d8a90681e49aa36614","316.248942277254021987","No"
"0x9c2f18391a010734baa20fde29823e0f4f7d6504","313.398126347898519719","No"
"0x5b8c3d5edeff217a7f4ffb1a315aefcf9794d1ea","312.692259619652497749","No"
"0x13107f605851895d7f2b00646702ca9e7eb50f72","312.327526482973840666","No"
"0x879880ce5bd7c15f64bc5327139b3bfc1c115c56","311.100255708788135759","No"
"0x062093f8e073df4a5c3bd31fd49a64afb7b6e3cf","307.514610365891113816","No"
"0x07e74e29bb0acc99bb4a63dcaea32ec91cf20e26","306.079023009026130431","No"
"0x32ba62de2aba38e3a46d9cb2e5ddb6f2dc320379","305.993934106898620492","No"
"0x39f85b27ecbdb45e9c4003b6eaac5d29334b38e0","301.089027502428035026","No"
"0x2a3dd3eb832af982ec71669e178424b10dca2ede","301","No"
"0xdeeba212b56427ddbd2d2a1c74d49aa75cbccbbe","300.592109657229245464","No"
"0xc518f62ccc4b003a37b5f4d12a9ceecced1df1d9","300","No"
"0x3874fa6d283856bfda18ca4d4f225caab0fd3e7d","300","No"
"0x65757eaed3825979b989476735a6bbd9e8514f13","300","No"
"0x91a9a1fcbd15809650bdf49c289068aa270e1db7","300","No"
"0xb468149b059fb9afa0b3e64055442ddcd0dd84af","300","No"
"0x1768c681670246e82b2c80180357b1f785d0e444","300","No"
"0x96bca87166055c9bbf87aba9b9d39175bf696533","300","No"
"0x71fcb7594737be7e7d8ced2b94e9227054c0cd57","300","No"
"0x9f0279ca65a9216162a846afd7e4d6517faca0c8","300","No"
"0xf3f85f2caad916d25ebc3b9111a558c7000c57d4","300","No"
"0x780a146887610f9268f4b8f87bbf1f5cdc79e553","300","No"
"0xf69d5937cb173db74847013561629edc09af26bd","300","No"
"0xdd896d4a650c2c33f6a6126677c5319246b137ea","300","No"
"0x3f52451f89f94e2227fbd5443e6ef50af1a8a311","300","No"
"0x74865d22211fff9072ef6864c2f15c772a1ccace","300","No"
"0x8255c0ec5e4e2b363bb0e54fcc64057cb77d4e8d","300","No"
"0x4a4c8e15ccc184e9eff2cbbbbb06ebc2571fe6f0","300","No"
"0xd9c63d8d148e9c059265753db8529f9372540f29","300","No"
"0xe4e1a0b0459d89b0a813a1a3164d20b674d0a7fa","300","No"
"0x43606235e11641efa7a45190afb9e4cf9b0146ee","300","No"
"0xfefef320340cadc470ac0835afd9c006534a179e","300","No"
"0x2284678559128e9679f121f073b554e19a50e96c","300","No"
"0x316337992fbaad04e4a698e4b1350742477a5b49","300","No"
"0x4d7b1f80b5bb4091a2e03a8120eb2295dfcee820","300","No"
"0x2e64faaca4b2b8fff79f224bba1e3994d4a1419f","300","No"
"0x5df12fad79f630dc7c64d3bd2c00673f4ef36682","300","No"
"0xa969dda12e648110efad9f6a2097cbdb48b5024e","300","No"
"0x47c2162aa3abceb10442d6b51f25bf846a23a920","300","No"
"0xdfda6a7329df4e162f3a64894f07020870e23cff","300","No"
"0xb0831d7eb3f443ec64d1ee55920a5a8ba2dc265d","300","No"
"0x87cd289b2358f88be6debb6a48b046d5ec00d8c9","300","No"
"0x870d0426059f9a16f2f7af069f8abcaeefbda6f1","300","No"
"0x7bd2adeaffddcaa06512e3f811baa87c67988fa5","300","No"
"0x595f5b03d50ba4d92ba7b4e282cd6d977add8d7d","300","No"
"0xee7d2069269aa17557ad07d43e7b83ad356545ce","300","No"
"0xc0f752f03dddd9363d7f9e2723fac40ee6650c64","300","No"
"0xdbff52676193003c5293a91b243da80892b94df9","300","No"
"0x05378dc11698d90a80798e316869e1ff08c07ff0","300","No"
"0xf3f39c38e9be561155cd83e75f62bb2f791350a3","300","No"
"0xa036ae8bdb1054a05dd55ccb8c052724bc5ffac7","300","No"
"0x930e7333ea9bd9bc06175ed5446cb5be83cb7c31","300","No"
"0x9f8d671a6b04af0cfdce1e03a68d9403591a31b0","300","No"
"0x10732db11b143559ee8be2182673a04733eeb179","300","No"
"0xa7abd07aee2332a3ff8ffe09acaa193d64a2b7b3","300","No"
"0xe99d2f668add6cab55e70872b87d1808d5457b35","300","No"
"0x153b450572dbd8a1a007d51e66c7a6ff26007aff","300","No"
"0x27877e9c8b59051fe3534f6ffa577a1ffcb5caea","300","No"
"0x9079b8a0d7148f1f832c557eadc9dae9c46e56e4","300","No"
"0x41a96dc2965b0ceef2b89ca1fb9082eb22095b03","300","No"
"0xb900f9d1807edc916129d15d1025e1f779ff8c91","300","No"
"0x4d217dc1cda85f4c044a0314cf1beb0b0cbc3189","300","No"
"0xfca268a0f468b4a8fe0131045b86fb2225d66578","300","No"
"0x86d4a6331963caf5f616e8f8d74f38b6b5f7b568","300","No"
"0x8d60a5a96721d2d52cfba6802f5d5e57a90622f1","300","No"
"0x9dfc2312b5263dbd3a7ddc173e128c43423dbcfe","300","No"
"0x67f2148ec627509ed106b7604355ec80d306f740","300","No"
"0x83f6f80495f6057a3a2985893ffbed9b57863d8c","300","No"
"0x04eb6e367efd1f0e6b09ac0f8ec12bae15dbbc43","300","No"
"0xbe3dc73d2e02c140600d79166c3ec9999fc9d369","300","No"
"0xb54bee6cb56aa7d9113bbfeb7543375198f6872c","300","No"
"0xf31e952a4b01692410ef7c268aa8227aa347fe5b","300","No"
"0xceea8486ba2958670774ecfc880567389898d2e3","300","No"
"0xf1c289f7e97c158eae887dbdbb59c53387fa54f7","300","No"
"0xe8596ca628e7549c5bd15757140294e8831a15a6","300","No"
"0xfad5d10baa62baf4bb172925c05f9a7bb5bad95b","300","No"
"0xf0e4c8462e5dcfd282e3dc63ebacf7a9369575f0","300","No"
"0xe549a0dd6ff085e22763150682e3c288e379abc1","300","No"
"0xe2077be9efcd14ac6819bcee581384f9b4333ae2","300","No"
"0x90aec9fb78d6ff46600cfdba0080ca303868ca03","300","No"
"0xdc0e468201ca26137977ac3959f9f546a449d8c5","300","No"
"0x46c2e6efceb9b4d7f92e300b8e0580d1943ce29b","300","No"
"0x6b5d099235b1e4628403acf5355f9f1f3573d457","300","No"
"0x946ef598032d63368e131e43ef57b805cf60d977","300","No"
"0x34629ee53ddf0b89995714d02924ad8d6361d9a5","300","No"
"0xcd5f78bd21848f45ccaa0d895214d24e4e08786f","300","No"
"0x22fcd6a417d94b6635438b04c1b089fa9e6fd269","300","No"
"0xe1b9ff0e24928731f5533a86c0434aef1d402a06","300","No"
"0x689658ebf156cbb647e595303d277448482e7916","300","No"
"0xd0122bbdb8a1a90d61070fcc88c50052fc7f43e1","300","No"
"0x5380c4438200c698504bfa138f46aee7882da05b","300","No"
"0x97b610a9ddb49a2b13280b6b3561dabd12f85431","300","No"
"0x9fee7bbad41b23734f4739c08fa490c76c98436d","300","No"
"0x0916ba8d375699676bbc292dc966353ef9bd3139","300","No"
"0xa467171c734b175cfd09b6e4d8b28be1ec1ca956","300","No"
"0x909ad8143a518de33aca0370193bbfcdf6572226","300","No"
"0xec4e776592e80dd0896ca0b58bf065e607749acc","300","No"
"0x5d5030efc14b0ca0f86fbef7cb8b3efdadda6e99","300","No"
"0x4b567ad3a3d4265c3270fe99c1ae89b7e8afb9af","300","No"
"0xd91db12f70151181865a2ca3615054772206d87b","300","No"
"0xe95ae90bae436fc77841ffb14d3782fcfc3e6edc","300","No"
"0xe38b3806517671c470c2f2c389715f0442a36295","300","No"
"0xcec92faff0c1c17c91b8930d7aea9a682773f07b","300","No"
"0xaf6f4445d71c56099e5859480e3ef7918f57948d","300","No"
"0x0056c585b1616ba6f8f9baebcdabfd7dd8b83963","300","No"
"0xe730c994287cdb0e1935997c7753103b6de6d9f3","300","No"
"0x7b7de1ae9af850c1ba82f8e5b8c594207083f46a","300","No"
"0x6ac553415abd2c19f0a710c36e99c33c8cd2926e","300","No"
"0x9f00263a98a99bf855be4782ba9a4228dd7c466a","300","No"
"0x67f60fe087ff49eb0e654db183fc46b776845a13","300","No"
"0xca764041713ba5c31dc39a946193cb563b528f4a","300","No"
"0xa4446eb85b69fca6c2cb50b3eb235f5e299a4bde","300","No"
"0xb9e6dc58a35c7cc94cab49718b50892d9b93e795","300","No"
"0x50ffb391b009a438e92508385e1127f6d7bb7c43","300","No"
"0x5db7f6d41550f575e4cd8b8f80d45502315553a8","300","No"
"0x6095577a3504f6622cc6aab8d550f86d3f348140","300","No"
"0xdde4ad09bdd30b44b9ccddea6c067fff572fad55","300","No"
"0xf507cc47e54e5eda3443a82e9ea72c2be08c350b","300","No"
"0x38335ec698aad8730f76251072d24c19f7daa4fe","300","No"
"0x5f74275839bd55b2ddf82d8eaf303725d085be85","300","No"
"0x6866a6a28129839f67da069ceb68ad258830363e","300","No"
"0x1514566e164e27edc0d47f18ed653620b4fc7f5f","300","No"
"0x14882c1ad4802de1db856338393285d857a93a1d","300","No"
"0x56d1e6402ddd049e52ca7d11eefe353bc18e3fbf","300","No"
"0xe47468ea3129ee933d89fecc29bf14a3eeefbd7e","300","No"
"0xe636524802ed43757e8cce7c4f939882491b9d86","300","No"
"0x507d0b236b08ca736017521ce6117d3951e75130","300","No"
"0x59bc857a8e2a30b1f43404248ba465f96a1ca4ca","300","No"
"0x36f50e911a24bce81c49df601bc8b6cdbd27b30e","300","No"
"0x346bc5d3c3b96235606d550d26c9b2f527fdf33f","300","No"
"0xf6c8bb7946a3bb183078544d7af5b7ae1e01f596","300","No"
"0x0ee56e2eae57c190cd8f04e06a21d2bff46661da","300","No"
"0x5f901c1f73b3ec7799eb9d1345b44bb0d62a7d56","300","No"
"0x095424260efe083f2b13bc4949a80fdef86872c5","300","No"
"0x976a85963a1bb8015cd905b3c145823a90edfe67","300","No"
"0x43432461b46ab733586861d64a116c06519f4c36","300","No"
"0x717f9240ef3dad33d4df2687c11d455a87c4d814","300","No"
"0xb810bbce29ee666406f7fb650bd12b7e10d192f0","300","No"
"0x6f42b16a04cf8b581d5494bdeb41f6cff2959f8d","300","No"
"0xd50667fc5f68326c832755c7fa2516470b65bc5c","300","No"
"0x5ce963cd8fb8dbf17c6bf823f7e9186f7b7649be","300","No"
"0x4ca0122fb8e3b0aab12ee5faa6d14b4d3f8e118e","300","No"
"0xda19956ba89af482e52aeff566d24362b1355ff8","300","No"
"0x6771a711c21cf14f1eed3551b5ef5a1bb8421a8c","300","No"
"0x925e44e6f282311e49ff5fe26e5a794af5193a8e","300","No"
"0x00df5628c75984e9f945ad820f6c620a45db49e8","300","No"
"0x2e5b07c485c2c74b38b5b9b1031f68d35eeda7a6","300","No"
"0x1fe9bb8af73d0b853c64df987d2b422d001da0c5","300","No"
"0xe6a7698a00c28534b54f48395fb4164a69e57e84","300","No"
"0xb84590a64beaea3ceaf8c32566c850e72be6617b","300","No"
"0x9bd47354fc1e9b67bb2e1ba2bcdeefb53f96f3ea","300","No"
"0xab334ee11700c780299751cff656229f2b9838a6","300","No"
"0x97891bad4d43df73b658d6e16918d0d3dad0cb5d","300","No"
"0x25ba3209a51906ef2231135101948a99602eeb73","300","No"
"0x61e305b027482358ecda2e7a56a150e0593e5cda","300","No"
"0xb16b05525921fa7351e1fbe22f56be68df76edfd","300","No"
"0xc277c3abf7bac5b8861d8bcf384a1840900a3e1f","300","No"
"0x7c6bfc5502eb719137c4c857ebdefbc49451b680","300","No"
"0xbd808beca3d1b6541bf3b3044c4c79dbb464ed5c","300","No"
"0x9657c02c74407ae004cad7628ed85333f40b25ca","300","No"
"0xb8c40b07e68df871624e3cb5859a783395c9a59c","300","No"
"0x4d1424ab9c9a4f9da2c611e285d0c2926cf6be17","300","No"
"0x61f3be073bd5c5a6ed11443e51744ce505e27b85","300","No"
"0x34d96efabde94d32a759b6fbc7a54f4279d268a5","300","No"
"0xb50f3db47f8c903ebd2fd39d5f1dd269fb754c86","300","No"
"0x3e7626b61bc24319ab552f90c0abd585121c7e26","300","No"
"0x264d3af382a29af59bcc5930b46467725dec0eb6","300","No"
"0x5fd3987a7b8e3dea965d8c9e4b15686f51d90437","300","No"
"0x2445b0349df5da4a8c465784ede1f5496e0a7db5","300","No"
"0xa8577bb5c1190a296adbf7a6bc402682c6f21264","300","No"
"0x8ce1d973d6c10362b63ef1037dc165a9e291d393","300","No"
"0xbc1e47778c6d124347e3b57f74420d84a175bf79","300","No"
"0x677204951eca5a8fbc7a7e9335a8bbdf9595b509","300","No"
"0xea50b31682d0e5f77883b27a8d296ecc71a2b5af","300","No"
"0x0f8aca6bb8d86bba87892efab1e19491c97387b7","300","No"
"0x1341df844780b66af4ccc98ae0f34be87eabe1d5","300","No"
"0x3f02358273a2f3cd58d113f8d4c753050f4043a9","300","No"
"0x7ec2f0c6256079b8b456621b7ccc52454d3e4931","300","No"
"0x8d84d6f12dda150e6435d8df073fa007d4139824","300","No"
"0x000000d48ca01537870667053a0c416873e3b2c1","300","No"
"0xabaa3153af57083df9ea1da97d9a5f6eaed5dd64","300","No"
"0x1af5599e51f190f5f12f1283ff95abf7cad11924","300","No"
"0x098adc0f08f89037be0a2f8261ee7316e8b276ec","300","No"
"0xf390b67f0e6d5cd1006bc5427ea0cddbabaabf84","300","No"
"0x79388b3376b8284033d36ccdddb11a5e3291a364","300","No"
"0x5e9ffa6a67de03077edc7b836e5168e00ce21539","300","No"
"0x5d2acef00d9fa7a573d59a9bbd5f7d2fa84e6441","300","No"
"0xf6be0f9fde4288ae4a0450dc2ca1a458b2615925","300","No"
"0x36758c46eac4236c7ca0b0b05bb497a919f15ba1","300","No"
"0xa396f815b61d1a3d7d7d7097445d46c6bca48892","300","No"
"0xc5553444296eee5ccb505b2d9540e98fac315cae","300","No"
"0x1408bd9296c4cebbdd19adc26045b5a7f7df224c","300","No"
"0xd1f0b4fef12e620e40a1b9e1c61f71200e9236ea","300","No"
"0x81bc21ffa0543e8ea00d9a7ede2fbf07c5cbb3e4","300","No"
"0x78ff533a3a52c7154947b663ac943304640de114","300","No"
"0x5ec17bcf1fb27dbc92e1a6389d9e127a61fae8b9","300","No"
"0x7dc59f924a19fa804e7f80539aaefa58d55763fa","300","No"
"0x955b6d7e0f19c1cc70b18166797a624c62b38da6","300","No"
"0xeff20aa070d2f1bb1578a72bb46abcb5fc7bee71","300","No"
"0x3ae2780dcb56f9c5ba9cd4337ae97e1d0ff37e58","300","No"
"0x5c7c6ab8f8f54251ca6acbf27df7da14a277bb40","300","No"
"0x93f01e68205f60408aaa31bc88eb2504de35f481","300","No"
"0x769c34a7965160c42d6f4ac1925f16d2511a1202","300","No"
"0xb4425ec36fb803f17db0a946d50bf69681d68cdd","300","No"
"0x192532ae6da791ab50c61ebcb5431008b1be0719","300","No"
"0x76a4948dc5c6adec093084f0d0a024d5076ef3c6","300","No"
"0x416fa6cbe15532bbf6c0515362b3cf02fe8b1e53","300","No"
"0x579edeec73ce46d7b390d66056ec9e98aea64ebb","300","No"
"0x25e4030f052d385147cc0d6506ad68b796ede546","300","No"
"0x1b47c74c03e0ee10308f3ed3dd41152db22de399","300","No"
"0x2209fa8e36470918076bf5a071ee594322818500","300","No"
"0xe487acab307e9aa05670a8ee3fea51efab3b9311","300","No"
"0x4d5565131266f749fe8ddde166d8756622f57ae1","300","No"
"0x2e61c6bebd78488ed425606450e88e61c6283e9e","300","No"
"0x8c349bdc30e7cf5fbc1cb2f1bf3bbac8a8ebae87","300","No"
"0x0c3f0759d3f50c9ca96794e2b3da28ef487a1e9e","300","No"
"0xf21ae414c02e02321258a31fa41cff6a7dc1c36f","300","No"
"0xf3bd5f9236f30f3e8b26df1065fdd37ef9a3d3d4","300","No"
"0x2f7799c8f2587cff663473b309ca0fa8bf2d2a85","300","No"
"0xd2baa2d6a989454301ae884682b15a55a63c77ad","300","No"
"0x03939e53dd4627f9780550f4fedac5715ae52f99","300","No"
"0x3b04f4e8f3994ed19dfe37ba2c76a55f37de4d1e","300","No"
"0xc7335e8ef64f0e98394cb7e6db1f50897f22b935","300","No"
"0x15620469d06758131cb81397c8f43264dbbfdf36","300","No"
"0x12d22af4cce9890309e9852d0483fa685f2fd7e0","300","No"
"0xbe3050c1628039d01a4df8dacacd16b3347cb005","300","No"
"0x606305e76d79b73f0c68c42f9bbc8384edfacc8e","300","No"
"0xb2d1b0f96d1eeb555a8f87f34a9d5d86ab908841","300","No"
"0x7451ed1e14460bb25333cdb888150765befaada4","300","No"
"0x995cb6f20d8ad9554d1034ae5835f71cf500ba86","300","No"
"0x2da254b656518679b71a825cc0ea43d397cc9ce4","300","No"
"0x117770270e329711e0ca7178726638c894d5b99e","300","No"
"0xe186286bbab6bbbf17b7c686dbdf5cb00ce279b8","300","No"
"0x501dfc553ef30e6ce528ca4da2f271501a37a6ed","300","No"
"0x96612f42f31eaea7f6c53f2655eec4f3d24d30c5","300","No"
"0x83d76e7e4667f429b67dc5a7191df2a2b1c22796","300","No"
"0x01f8062e62e666b907c1592c3920e9e33b79d7f0","300","No"
"0x0e10269464a4a9033803b86f48ebc8cb7a0f3bb7","300","No"
"0x942cc81502178a972be9686e3ddaaaa08b511105","300","No"
"0x65757d605828b43b4fc45f1a01f38c57cf4547c8","300","No"
"0xdc5e41209dd966a118a1a2b6a0d147bc59387be3","300","No"
"0x525c4018f54f3351d4251b4bfebbed838d37af50","300","No"
"0xb4134fb44918ee47f8ebdf1a662cbc208bcebacc","300","No"
"0x565dbb7d6de65eff94d1134994b1140330531e3a","300","No"
"0x2904598306b89eecd3ce04a04f4ecc58d0b4c0c2","300","No"
"0x64164455646b931bab3a4936f2acc29f73fa61b9","300","No"
"0x620f4a9fee80774a96c1f7c6b8a9dc0a7e12f8df","300","No"
"0x61c0452dcfecbf7dca31affa0f476ace35ca8a8f","300","No"
"0x89aef8f3216383eba1b65a7edae6c714058566f4","300","No"
"0x120274e58910d158469da202f470b610779bfef6","300","No"
"0x06f3b9bcb455ce1d13bf689f3af3d4b7d856c9a8","300","No"
"0x150ddbfb1fa607335946c4992bbb13fdaa1b8d52","300","No"
"0x13b2971d9e6ee022438848a817c7a1cfcd07287a","300","No"
"0xf80c0753036c2d3ac7759389f80af3ed3612c569","300","No"
"0xaa1ea51de30bc08efd474fe19852fd70fdf878b0","300","No"
"0x2c83698e2accf51b49890308e73915c16934b802","300","No"
"0xdf1e0be7c2c8ba46b9fd94edc12621501cc9409b","300","No"
"0x815e061e6560e0bf4bddd3dedc883909a7c2603f","300","No"
"0x43ffe3ff3568f84edfdc4cf54d85f3d70f1e4fe6","300","No"
"0xd91a5729f1c67d75298167b0e13ed8f159fe9e49","300","No"
"0xeef2c48947f9f6807cdd83455299481b3a76c967","300","No"
"0xbaa0cbac9c0253af9543dfed02cb7f92d47c6199","299.999999999999999999","No"
"0xf6ac6a1c4819265675595d36439129860cdb9a98","300","No"
"0xd8413e8623424ed68c4b68711b30bee568f088e7","300","No"
"0x9c5728f340ba8416c54b2e8153fbcf11935d3310","300","No"
"0x3fac025b7217aa4c6b37b84bb8c21df0b48ffb54","300","No"
"0x3282631cb0ffb8bde23c1fbff5a32d76e83c78e2","300","No"
"0x874f4b103df259f31d78f4e38d9e3cbf1ea1f382","300","No"
"0x740922622811a8fc1a5af687aefe6d5bbc460be1","290.991529663592468898","No"
"0x29006df90e211b1d48cd0d836906532f58c81148","290","No"
"0xc6945ac4789fe3dd9e6c93746948b8409b6dd350","281.880211708677299041","No"
"0x6fd8e8858866effbe0cc710bfbce753901dfd50b","280","No"
"0x12187fc34348167034e8ec9aa52f9863404eeacd","277.707732549738943299","No"
"0x3b02860a1e47c9ebae569521d4034ed806b08b3a","276.720086875904930392","No"
"0x9bb9b1fc128ca59a722f8d4fdf8faca7d779adbe","274.87845541938255","No"
"0x819e2e15fe8df14bad0be5dfecd9802f527573b3","272.505107276915791974","No"
"0xeed8403b6513c80bfcedeb8b616796e4b91d1a0b","271.884239093086037868","No"
"0xb8f32a2c280a667a35a45f2ab2c50908ee5359d5","270.746873774952820566","No"
"0xfa2f5ea1da2f26b29c709ae8acd29f6c07eb03f8","270.579805511669214286","No"
"0x996f0de0181878e73093f38e4cbd1abde9522d32","262.855417780998790205","No"
"0x45e524f2519221fb47fbad265071f15fe63b5e68","256.015739774045823062","No"
"0xb8b63a95f6b46901f10213651bebd2a86ebe3160","250.924651428835128128","No"
"0xf487a724356856aa2fa74403e20953f0552cfd88","250","No"
"0xa46d90c4dbc9cd5a48e10578e50b47d87f5cc6df","250","No"
"0x96a1ed1642e5d18528852324ade210d41284478c","247.700793127544312019","No"
"0x8bee0043b5f369367eb694489305962e72b453b2","247.319759496478184875","No"
"0x56546a17d7d1efff230b2231137c3a7ce47470ea","244.309275377357534931","No"
"0x70305cd3d6639504f593f00668d7e5b3cfd6cee2","240.453197382472350391","No"
"0x2a3ba1f241a0d035e6433973f1bbf1f12748dd28","237.826054321221956757","No"
"0x4698f89af6da6e8829182a115965a1714d91d038","233.17994696595454698","No"
"0x8abf1d08c5b535fbd061b39e7af83fc37b89b6b4","232.59695462585275895","No"
"0x1c157de858d4d3f2566f0be22e7cb338270e9278","232.407490681223371301","No"
"0x3ca2ecc0efa308d77fa10b43aff6a73ecd70b92c","230.900182277852105317","No"
"0x4d0a9dba43f0b38e4051fde34d8894f41667bcf1","221.196466979494679408","No"
"0xfee2a0c8e49e202a5ec04044afd8579134751921","213.434737819685095053","No"
"0xfde16415eca7d69a45d27e23a54618fc9264fba1","206.701528715414770259","No"
"0x03b0e4a19f357a112be59d658ec4e2834d510f39","205.297145261103951403","No"
"0x996decac4e3a9661514e14efb673cef34a9b00a0","203.110608465503551521","No"
"0x3b1cbc83af5909b225f13bf461603fcd2828660f","201.941361963674091159","No"
"0x8662eb5f360144a488a879cb7156e4e5aa14b61d","201.459813957892284419","No"
"0x10e244473d9398f830dc527b5e06f8e0cf0309d7","200","No"
"0xaedc6f8c7a4f8ad7237e86a7f9e7d0aa303b5613","200","No"
"0x873209c06482b8b0f092913854a6d2f76ef5e374","200","No"
"0x27ce8a214e1ac740f359d0ac2844ca4bfdcec5f6","200","No"
"0xab73b5ef51830cafabf13546cb1e846ec8392d5f","199.862512258530246025","No"
"0xd35c998755e197954aa5c3fec35da07e9a0a8a53","198","No"
"0x716342594dd0c6dd2efdd719153696c67760f461","196.311749663659471908","No"
"0x56ea4859cdec6bbb6d77011f22b13e647b0c3dda","195.697839060186435422","No"
"0x2a0a2ce39083e078a42b7c6806f6c3de40d69c25","193.097636898740528829","No"
"0xad3b67bca8935cb510c8d18bd45f0b94f54a968f","191.614654784363218436","No"
"0x20c1b59338a021297690b5a5896a0d8be66a0a53","187.722206576476342","No"
"0x74d08760966a2c7e72697798a27d64328be8428a","178.97326821697009665","No"
"0x57d13f579b2eedb1a989eba82da907f99d657eb1","175","No"
"0xae5c627e4ee6d2c168cc4c662699ebf4155b8b33","175","No"
"0xb86b49afbc410cc0cc8d47207e86b73761ccbd9a","172.90450462711797","No"
"0x20bf8c10b8c4d27042ce8e226ee01103cc4efa82","171.799527657846347885","No"
"0xa8b6838cdd7f20c290c2255c0132f8533e2412ad","170.477292351163971888","No"
"0xa71ea3b488ddc04abfd36adf5fc8b4a446f8eccf","167.176490973623651756","No"
"0xfde05daac511c4034d7dcee333b44943914fd101","163.676411434368156873","No"
"0x7b5a4665a2fcb39309670f16de5dfe0bd80d058a","158.48171493532563","No"
"0x8a867ff9e8123b9d44f233a21d64d3f751bdc8a6","157.678239972782241","No"
"0xb36ec68c45e26b5435daf0276dbb1df4d21fec93","155.884630873543474836","No"
"0xda863f802cc8cba3c436bf801bd7785d9e7d4f36","155.749739246042049957","No"
"0x261a0f80561ba4a3e9cb52762459a2cce1824afc","155","No"
"0x05a4448597935c508e4ad0d2cf56d56bedb246ce","154.652386778554967009","No"
"0x730835033ca01b28ef2360821b83b9f36052f5fc","154.213822541504560052","No"
"0x8c351020617fb78dc1026cd3eba57ccca14a1982","154.106958902683262199","No"
"0x56c0185f404b96b73b8b8786a14a93e6ffc9880d","154.000206358888912194","No"
"0x0936e1c4fb71b3af9a5537bc7462e6887dbf70c1","152.122776567179716795","No"
"0x3e47ce35f1b0741daf744e7f3a9f98b4bc543f60","151.176884370893924566","No"
"0x5701068ca0ba0338a5b64e8f59d5ae661e9ecfc0","150.749956485365140132","No"
"0xb5f1c40c02afe1f53c6c86ad0b9c9d37e1832845","150","No"
"0xc4a3feeeb2446742f108dc3b06727b289f46c817","150","No"
"0x28ed88c5f72c4e6dfc704f4cc71a4b7756bc4dbc","149.402292772224644482","No"
"0x73d03c59aed600eb4c4b2bce153a18b88d00cff4","142.805014010411362406","No"
"0xf291fac7956f06893d2ace7f277f776bbe568daa","140.9534586234396","No"
"0x822a89373775b09f6c49e638d727c5d979cfe79a","140.095977961180070602","No"
"0x5fd4c4472ce33361af1909fc098ba41d8882c2e9","138.075830314617507313","No"
"0xab5801a7d398351b8be11c439e05c5b3259aec9b","138","No"
"0xed39e969ea7e768879ec84998d6b03655fa7232d","137.506027488160008","No"
"0xdbc96cdfad60ee1b0b430a9f58effc4765d0bea3","130.9","No"
"0x4a8888a01e472c7be6d0ba0ad8d69154497c2b69","127.344730721017978647","No"
"0xce5ec10bc6ffff3791df0bbec3de2e697fc2ea56","127.216044715563631362","No"
"0xadf5a1f54877a1ebd3d6ac5f26981e3df8647f8c","127.097141180942489741","No"
"0x72de4c9739a8fa1f65389729277bd2ab2ad56867","126.758831091536831006","No"
"0x2b1b8637e2268144251947f18ccbdac0c5bb1561","125.326870721890871958","No"
"0x9a25d11f237d800d4dfac8512288e76b71ded4a8","125","No"
"0x968a0e5603c5d4dbf24cbd7df562921d158ad19c","123.36186454823909181","No"
"0x3ee14ae8dd7848a10b406710434bfcb73c06e46f","123.041400797005532196","No"
"0x099686478448ce02f8e61c6b01904d0548daeae5","122.803706803968","No"
"0xdc833831e0040f8686ee25a5ac960bea48fed175","121.44","No"
"0x8e6f92681bee42723eb49e80141e89f04458699c","120.003803170220360009","No"
"0x9bce3fcdd251a43ef7aa987f2d5ebc0a29ace7f1","119.296035159483030016","No"
"0x46a9070d950bf982b4dfb89629313af205b8c850","116.039014964457087786","No"
"0x7cfed2a2d4a98680dac6aa55120f5af2ec562ebd","113.564307448219410176","No"
"0x69c707d975e8d883920003cc357e556a4732cd03","110.09018932997871024","No"
"0x12909009d651d40d6ae00b150db3107bc5654603","109.07631988522565","No"
"0xea7aefe48e2e1ef6f7bedfae79ad9460f2e205d1","108.678604563452920946","No"
"0x155fe81949171ccf537b3e462df206fb71caf00b","108.117245840079287042","No"
"0x74be4961f69dd07594dfa1413d60fbff4b0852aa","107.481928749185404056","No"
"0x60f06b203bcc78c4158aa1c004f881f2e870ee60","106.248812870484821053","No"
"0xfdf700354bd388a1e440b3d230aa84b48340e6d1","106.110022071439215116","No"
"0x5b5e59ee044b706c681e9c35e02eee11d298c577","105.926112437976656075","No"
"0x2bd51f359f3aaa850856a37cac5a394479bee730","105.769085020551525101","No"
"0xc745f48fbef9b0652b1d1d093c91204159d2ad6a","102.312296043366166054","No"
"0x828d66909d590b107f0299fe5bc1d1a1b3772963","100.2","No"
"0x9e602c1920443f01cb100a57a7f894df8eb42f66","100","No"
"0x7f14288899a1aaeb21058c7ec06fb39d9a08c538","100","No"
"0x81195d9ba548498f1fd791763249efa57b9a5bba","100","No"
"0x12a261dec2af9189a98aab46bf7974ed7eedcaec","100.000000000000001021","No"
"0xa83183117230bf2067b27bf9c2a16387d29cd72c","100","No"
"0x37fb6afe23b93979cf53e4d8ce9d313d2a85ff26","100","No"
"0xcecdf4ffb7bc6bc1719b65de47fe5b9ac3730f7a","100","No"
